Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
708,Text,1996-11-01,The Princess and the Goblin,en,"MacDonald, George, 1824-1905",Fantasy literature; Fairy tales; Children's stories; Goblins -- Juvenile fiction; Princesses -- Juvenile fiction,PZ,Children's Literature; Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Category: Adventure
709,Text,1996-11-01,The Princess and Curdie,en,"MacDonald, George, 1824-1905",Fantasy literature; Fairy tales; Children's stories,PZ,Children's Literature; Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Category: Novels; Category: British Literature
710,Text,1996-11-01,"Love of Life, and Other Stories",en,"London, Jack, 1876-1916; Bull, Charles Livingston, 1874-1932 [Illustrator]","Fiction; Short stories; Western stories; Adventure stories, American",PS,Category: Short Stories; Category: Adventure; Category: American Literature
711,Text,2004-11-18,Allan Quatermain,en,"Haggard, H. Rider (Henry Rider), 1856-1925","Africa -- Fiction; Fantasy fiction; Adventure stories; Hunting guides -- Fiction; Quatermain, Allan (Fictitious character) -- Fiction",PR,Adventure; Movie Books; Category: Adventure; Category: Novels; Category: British Literature
712,Text,2006-01-21,"Thomas Jefferson, a Character Sketch",en,"Ellis, Edward Sylvester, 1840-1916","Jefferson, Thomas, 1743-1826; Presidents -- United States -- Biography",E300,Category: Biographies; Category: History - American
713,Text,1996-11-01,Memoirs of Extraordinary Popular Delusions — Volume 2,en,"Mackay, Charles, 1814-1889",Social psychology; Swindlers and swindling; Impostors and imposture; Alchemy; Delusions; Occultism -- Early works to 1900; Investments -- Psychological aspects; Stock exchanges -- Psychological aspects; Hallucinations and illusions; Common fallacies,AZ,Psychology; Category: History - Other; Category: History - Medieval/Middle Ages; Category: History - Religious
714,Text,1996-11-01,The Bobbsey Twins in the Country,en,"Hope, Laura Lee",Twins -- Juvenile fiction; Bobbsey Twins (Fictitious characters) -- Juvenile fiction; Siblings -- Juvenile fiction; Country life -- Juvenile fiction,PZ,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature
715,Text,1996-11-01,The Moon Endureth: Tales and Fancies,en,"Buchan, John, 1875-1940",Poetry; Science fiction; Short stories; Fantasy fiction,PR,Category: Short Stories; Category: Adventure; Category: British Literature
716,Text,1996-11-01,The Cruise of the Jasper B.,en,"Marquis, Don, 1878-1937",Adventure stories; Cruise ships -- Fiction,PS,Category: Adventure; Category: Novels; Category: American Literature
717,Text,1996-11-01,Chita: A Memory of Last Island,en,"Hearn, Lafcadio, 1850-1904",Historical fiction; Islands -- Fiction; Physicians -- Fiction; Fathers and daughters -- Fiction; Yellow fever -- Fiction; Louisiana -- Fiction; Missing children -- Fiction; Hurricanes -- Fiction,PS,Category: Novels; Category: American Literature
718,Text,2006-03-18,Tono-Bungay,en,"Wells, H. G. (Herbert George), 1866-1946",Science fiction; Satire; England -- Fiction; Patent medicines -- Marketing -- Fiction; Pharmaceutical industry -- Fiction,PR,Best Books Ever Listings; Category: Novels; Category: British Literature
719,Text,1996-11-01,The Plays of W. E. Henley and R. L. Stevenson,en,"Henley, William Ernest, 1849-1903; Stevenson, Robert Louis, 1850-1894",Drama,PR,Category: Plays/Films/Dramas; Category: British Literature
720,Text,1996-11-01,Almayer's Folly: A Story of an Eastern River,en,"Conrad, Joseph, 1857-1924","Dutch -- Borneo -- Fiction; Didactic fiction; Imperialism -- Fiction; Psychological fiction; Trading companies -- Fiction; Lingard, Tom (Fictitious character) -- Fiction; Borneo -- Fiction",PR,Category: Novels; Category: British Literature
721,Text,1996-11-01,The Birds' Christmas Carol,en,"Wiggin, Kate Douglas Smith, 1856-1923",Christmas stories; Children's stories; Terminally ill children -- Juvenile fiction,PZ; PS,Children's Literature; Category: Children & Young Adult Reading; Category: Novels; Category: American Literature
722,Text,1996-11-01,"James Otis, the Pre-Revolutionist",en,"Ridpath, John Clark, 1840-1900; Adam, G. Mercer (Graeme Mercer), 1830-1912; Edmunds, Charles K. (Charles Keyser), 1876-","Otis, James, 1725-1783",E300,Category: Biographies; Category: History - American
723,Text,1996-11-01,"Henry James, Jr.",en,"Howells, William Dean, 1837-1920","James, Henry, 1843-1916 -- Criticism and interpretation",PS,Category: Biographies; Category: American Literature
724,Text,1996-11-01,The Man of Letters as a Man of Business,en,"Howells, William Dean, 1837-1920",American literature -- History and criticism,PN,"Category: Essays, Letters & Speeches; Category: American Literature"
725,Text,1996-11-01,Men of Invention and Industry,en,"Smiles, Samuel, 1812-1904",Inventors -- Biography; Industrial arts -- Biography,T,Category: Biographies; Category: History - British; Category: History - Modern (1750+); Category: History - Warfare; Category: Engineering & Technology
726,Text,1996-11-01,A Psychological Counter-Current in Recent Fiction,en,"Howells, William Dean, 1837-1920","Fiction; Literature -- Criticism and interpretation; Authors, American",PN,"Category: Essays, Letters & Speeches; Category: American Literature"
727,Text,1996-11-01,The Star-Spangled Banner,en,"Carpenter, John A.",National songs -- United States; Star-spangled banner (Song),E151,Category: Biographies; Category: History - American; Category: History - Warfare
728,Text,1996-11-01,Emile Zola,en,"Howells, William Dean, 1837-1920","Zola, Émile, 1840-1902",PQ,Category: Biographies; Category: French Literature
729,Text,1996-11-01,"Hackers, Heroes of the Computer Revolution. Chapters 1 and 2",en,"Levy, Steven, 1951-",Computer hackers; Computer programming,QA,Category: History - Modern (1750+); Category: Engineering & Technology
730,Text,1996-11-01,Oliver Twist,en,"Dickens, Charles, 1812-1870",Orphans -- Fiction; London (England) -- Fiction; Bildungsromans; Boys -- Fiction; Criminals -- Fiction; Kidnapping victims -- Fiction,PR,Category: Novels; Category: Classics of Literature; Category: British Literature
731,Text,2008-06-07,History of the Decline and Fall of the Roman Empire — Volume 1,en,"Gibbon, Edward, 1737-1794; Milman, Henry Hart, 1791-1868 [Commentator]","Rome -- History -- Empire, 30 B.C.-476 A.D.; Byzantine Empire -- History -- To 527",DG,Category: History - Ancient
732,Text,2008-06-07,History of the Decline and Fall of the Roman Empire — Volume 2,en,"Gibbon, Edward, 1737-1794; Milman, Henry Hart, 1791-1868 [Commentator]","Rome -- History -- Empire, 30 B.C.-476 A.D.; Byzantine Empire -- History -- To 527",DG,Category: History - Ancient; Category: History - Religious
733,Text,2008-06-07,History of the Decline and Fall of the Roman Empire — Volume 3,en,"Gibbon, Edward, 1737-1794; Milman, Henry Hart, 1791-1868 [Commentator]","Rome -- History -- Empire, 30 B.C.-476 A.D.; Byzantine Empire -- History -- To 527",DG,Category: History - Ancient
734,Text,2008-06-07,History of the Decline and Fall of the Roman Empire — Volume 4,en,"Gibbon, Edward, 1737-1794; Milman, Henry Hart, 1791-1868 [Commentator]","Rome -- History -- Empire, 30 B.C.-476 A.D.; Byzantine Empire -- History -- To 527",DG,Category: History - European; Category: History - Medieval/Middle Ages
735,Text,2008-06-07,History of the Decline and Fall of the Roman Empire — Volume 5,en,"Gibbon, Edward, 1737-1794; Milman, Henry Hart, 1791-1868 [Commentator]","Rome -- History -- Empire, 30 B.C.-476 A.D.; Byzantine Empire -- History -- To 527",DG,Category: History - European; Category: History - Medieval/Middle Ages; Category: History - Religious; Category: History - Royalty
736,Text,1996-11-01,History of the Decline and Fall of the Roman Empire — Volume 6,en,"Gibbon, Edward, 1737-1794; Milman, Henry Hart, 1791-1868 [Commentator]","Rome -- History -- Empire, 30 B.C.-476 A.D.; Byzantine Empire -- History -- To 527",DG,Category: History - European; Category: History - Medieval/Middle Ages; Category: History - Warfare
737,Text,1996-12-01,The Bobbsey Twins at School,en,"Hope, Laura Lee",Schools -- Juvenile fiction; Twins -- Juvenile fiction; Bobbsey Twins (Fictitious characters) -- Juvenile fiction; Siblings -- Juvenile fiction,PZ,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature
738,Text,1996-12-01,The Puzzle of Dickens's Last Plot,en,"Lang, Andrew, 1844-1912","Cathedrals in literature; Dickens, Charles, 1812-1870. Mystery of Edwin Drood; Murder in literature",PR,"Category: Essays, Letters & Speeches; Category: British Literature"
739,Text,1996-12-01,Henry Clay's Remarks in House and Senate,en,"Clay, Henry, 1777-1852","United States -- Politics and government -- 1815-1861; Arbuthnot, Alexander, 1748?-1818; Ambrister, Robert Christie, 1785?-1818; Seminole War, 1st, 1817-1818",JK,"Category: Essays, Letters & Speeches; Category: History - American; Category: Politics"
740,Text,1996-12-01,"Remarks of Mr. Calhoun of South Carolina on the bill to prevent the interference of certain federal officers in elections: delivered in the Senate of the United States February 22, 1839",en,"Calhoun, John C. (John Caldwell), 1782-1850",Nullification (States' rights); United States -- Politics and government -- 1837-1841; Election law -- United States -- Speeches in Congress; Constitutional law -- United States,JK,"Category: Essays, Letters & Speeches; Category: History - American; Category: Politics"
741,Text,1996-12-01,Thomas Hart Benton's Remarks to the Senate on the Expunging Resolution,en,"Benton, Thomas Hart, 1782-1858","Jackson, Andrew, 1767-1845; United States -- Politics and government -- 1837-1841",JK,"Category: Essays, Letters & Speeches; Category: History - American; Category: Politics"
742,Text,1996-12-01,Editorials from the Hearst Newspapers,en,"Brisbane, Arthur, 1864-1936",Essays; Editorials,PS,"Category: Essays, Letters & Speeches; Category: Philosophy & Ethics; Category: Journalism/Media/Writing"
743,Text,1996-12-01,"Thoughts on Man, His Nature, Productions and Discoveries
Interspersed with Some Particulars Respecting the Author",en,"Godwin, William, 1756-1836",Human beings; Psychology -- Early works to 1850,BF,"Category: Essays, Letters & Speeches; Category: Philosophy & Ethics"
744,Text,1996-12-01,The golden mean,en,"Bonnell, Jerry T.; Nemiroff, Robert J.",Mathematics,QA,Mathematics; Category: Mathematics
745,Dataset,1996-12-01,One Divided by Pi (To 1 Million Digits),en,"Kanada, Yasumasa, 1949-2020",Mathematics,QA,Mathematics
746,Text,1996-12-01,Burning Daylight,en,"London, Jack, 1876-1916",Western stories; Women pioneers -- Fiction; Gold mines and mining -- Alaska -- Fiction; Bankruptcy -- Fiction; Oakland (Calif.) -- Fiction,PS,Category: Adventure; Category: Novels; Category: American Literature
747,Text,1996-12-01,Anomalies and Curiosities of Medicine,en,"Gould, George M. (George Milbrey), 1848-1922; Pyle, Walter L. (Walter Lytle), 1871-1921","Medicine -- Anecdotes; Abnormalities, Human",R,Medicine; Category: Health & Medicine; Category: Encyclopedias/Dictionaries/Reference
748,Text,1996-12-01,The Brother of Daphne,en,"Yates, Dornford, 1885-1960",Humorous stories; England -- Fiction,PR,Category: Humour; Category: Novels; Category: British Literature
749,Text,1996-12-01,Barlaam and Ioasaph,en,"John of Damascus, Saint, 676?-749; Mattingly, Harold, 1884-1964 [Translator]; Woodward, George Ratcliffe, 1848-1934 [Translator]",Gautama Buddha -- Legends -- Adaptations; Christian saints -- India -- Romances; Princes -- India -- Romances,PQ,"Category: Mythology, Legends & Folklore; Category: Classics of Literature; Category: Philosophy & Ethics; Category: Religion/Spirituality"
750,Text,1996-12-01,The High History of the Holy Graal,en,"Evans, Sebastian, 1830-1909 [Translator]",Arthurian romances; Perceval (Legendary character) -- Romances; Grail -- Legends,PQ,"Category: Historical Novels; Category: Mythology, Legends & Folklore; Category: British Literature"
751,Text,1996-12-01,The Autocrat of the Breakfast-Table,en,"Holmes, Oliver Wendell, 1809-1894",Poetry; American fiction -- 19th century; Conversation -- Fiction; Boardinghouses -- Fiction,PS,"Category: Humour; Category: Essays, Letters & Speeches; Category: American Literature"
752,Text,2006-01-21,A Young Girl's Diary,en,"Freud, Sigmund, 1856-1939 [Author of introduction, etc.]; Paul, Cedar, 1880-1972 [Translator]; Paul, Eden, 1865-1944 [Translator]",Adolescence; Teenage girls; Teenage girls -- Austria -- Vienna -- Diaries,HQ,Category: Children & Young Adult Reading; Category: Biographies; Category: Gender & Sexuality Studies; Category: Parenthood & Family Relations
753,Text,1996-12-01,Arizona nights,en,"White, Stewart Edward, 1873-1946",Western stories; Arizona -- Fiction; Cattle breeders -- Fiction; Cowboys -- Fiction,PS,Category: Short Stories; Category: Adventure; Category: American Literature
754,Text,1996-12-01,The Story of Mankind,en,"Van Loon, Hendrik Willem, 1882-1944",World history; World history -- Juvenile literature,D,"Children's History; Bestsellers, American, 1895-1923; Category: History - Other"
755,Text,1996-12-01,A Lady's Life in the Rocky Mountains,en,"Bird, Isabella L. (Isabella Lucy), 1831-1904","West (U.S.) -- Description and travel; Bird, Isabella L. (Isabella Lucy), 1831-1904 -- Travel -- Rocky Mountains; Women -- Rocky Mountains -- Biography; Women travelers -- Rocky Mountains -- Biography; Frontier and pioneer life -- Rocky Mountains; Rocky Mountains -- Description and travel; Estes Park (Colo.) -- Biography",F721,Category: Travel Writing; Category: History - American
756,Text,1996-12-01,Arizona Sketches,en,"Munk, J. A. (Joseph Amasa), 1847-1927",Arizona,F786,"Category: Essays, Letters & Speeches; Category: Travel Writing; Category: History - American; Category: Nature/Gardening/Animals"
757,Text,1996-12-01,"Fifty ""Bab"" Ballads: Much Sound and Little Sense",en,"Gilbert, W. S. (William Schwenck), 1836-1911","English wit and humor; Humorous poetry, English",PR,Category: Poetry; Category: Humour; Category: British Literature
758,StillImage,1996-12-01,"LandSat Picture of Washington, DC",en,Geological Survey (U.S.); United States. National Aeronautics and Space Administration,Washington (D.C.) -- Remote-sensing images,G,
759,Text,1996-12-01,James Pethel,en,"Beerbohm, Max, Sir, 1872-1956",Short stories; Character sketches; Gambling -- Fiction,PR,Category: Novels; Category: British Literature
760,Text,1996-12-01,Enoch Soames: A Memory of the Eighteen-Nineties,en,"Beerbohm, Max, Sir, 1872-1956",Short stories; Character sketches,PR,Category: Humour; Category: Novels; Category: British Literature
761,Text,1996-12-01,A. V. Laider,en,"Beerbohm, Max, Sir, 1872-1956",Short stories; Character sketches; England -- Social life and customs -- Fiction,PR,Category: Novels; Category: British Literature
762,Text,1996-12-01,"British Airships, Past, Present, and Future",en,"Whale, George",Airships -- Britain -- History; Aircraft,TL,Category: History - British; Category: History - Modern (1750+); Category: History - Warfare; Category: Engineering & Technology
763,Text,1996-12-01,The Round-Up: A Romance of Arizona; Novelized from Edmund Day's Melodrama,en,"Murray, John; Day, Edmund, 1866-1923; Miller, Marion Mills, 1864-1949",Love stories; Arizona -- Fiction,PS,Category: Romance; Category: Adventure; Category: Novels; Category: American Literature
764,Text,1996-12-01,"Hans Brinker; Or, The Silver Skates",en,"Dodge, Mary Mapes, 1830-1905",Siblings -- Juvenile fiction; Skating -- Juvenile fiction; Netherlands -- History -- 19th century -- Juvenile fiction,PZ,Category: Children & Young Adult Reading; Category: Novels
